Date,Time,TimeSixty,Wind.Speed,Wind.Gust,Precipitation,Solar.Radiation,Air.Temperature,Vapor.Pressure,Saturation.Vapor.Pressure,RelativeHumidity,DateTimeSixty,Count60
11/16/2017,17:30:00,18:30:00,1.8,2.4,0,0.011,1.9,5.5,7,78.57142857,2017-11-16_18:30:00,26
11/16/2017,18:30:00,19:30:00,1.5,2.7,0,0,1.6,5.6,6.9,81.15942029,2017-11-16_19:30:00,4
11/19/2017,15:30:00,16:30:00,5.1,8,0,0.254,0.4,4.5,6.3,71.42857143,2017-11-19_16:30:00,33
11/20/2017,15:30:00,16:30:00,7.3,12,0.15,0.295,10.3,5.6,12.5,44.8,2017-11-20_16:30:00,11
11/21/2017,16:30:00,17:30:00,5,9.3,0,0.023,4,6.4,8.2,78.04878049,2017-11-21_17:30:00,2
11/26/2017,18:30:00,19:30:00,2,2.9,0,0,6,5,9.4,53.19148936,2017-11-26_19:30:00,1
11/27/2017,15:30:00,16:30:00,4.3,7.2,0,0.346,16.5,6.8,18.7,36.36363636,2017-11-27_16:30:00,104
11/27/2017,16:30:00,17:30:00,3.6,6.7,0,0.142,15.9,7,18,38.88888889,2017-11-27_17:30:00,52
11/27/2017,17:30:00,18:30:00,2.7,5.1,0,0.014,14.2,7.1,16.2,43.82716049,2017-11-27_18:30:00,24
11/27/2017,18:30:00,19:30:00,2.5,4.8,0,0,12.6,7.1,14.6,48.63013699,2017-11-27_19:30:00,53
11/28/2017,15:30:00,16:30:00,6.3,10.1,0,0.252,18.1,6.5,20.7,31.40096618,2017-11-28_16:30:00,83
11/28/2017,16:30:00,17:30:00,4.9,8.8,0,0.063,17.2,6.8,19.7,34.5177665,2017-11-28_17:30:00,62
11/28/2017,17:30:00,18:30:00,4.5,8,0,0.013,16.2,6.8,18.4,36.95652174,2017-11-28_18:30:00,37
11/29/2017,15:30:00,16:30:00,2.7,5.3,0,0.32,12.4,5.1,14.4,35.41666667,2017-11-29_16:30:00,69
11/29/2017,16:30:00,17:30:00,1.2,1.9,0,0.05,10.1,5,12.3,40.6504065,2017-11-29_17:30:00,19
11/29/2017,17:30:00,18:30:00,1.5,2.1,0,0.009,6.5,5.9,9.7,60.82474227,2017-11-29_18:30:00,25
11/29/2017,18:30:00,19:30:00,1.8,2.7,0,0,5.7,5.8,9.2,63.04347826,2017-11-29_19:30:00,46
11/30/2017,15:30:00,16:30:00,4.7,7.2,0,0.338,12.1,6.1,14.1,43.26241135,2017-11-30_16:30:00,83
11/30/2017,16:30:00,17:30:00,4.2,6.4,0,0.142,11.4,6.2,13.5,45.92592593,2017-11-30_17:30:00,73
11/30/2017,17:30:00,18:30:00,2.2,2.9,0,0.013,8,6.4,10.8,59.25925926,2017-11-30_18:30:00,22
11/30/2017,18:30:00,19:30:00,2.7,3.7,0,0,6.7,5.9,9.8,60.20408163,2017-11-30_19:30:00,12
12/3/2017,15:30:00,16:30:00,2.4,4.5,0,0.275,16.1,6.4,18.3,34.9726776,2017-12-03_16:30:00,17
12/3/2017,16:30:00,17:30:00,1.9,4.3,0,0.142,15.8,6.2,17.9,34.63687151,2017-12-03_17:30:00,14
12/3/2017,18:30:00,19:30:00,1.8,2.7,0,0,9,6.1,11.5,53.04347826,2017-12-03_19:30:00,7
12/4/2017,15:30:00,16:30:00,6.7,12.3,0,0.124,16.8,9.8,19.1,51.30890052,2017-12-04_16:30:00,124
12/4/2017,16:30:00,17:30:00,6.3,11.7,0,0.072,16.5,9.9,18.8,52.65957447,2017-12-04_17:30:00,61
12/4/2017,17:30:00,18:30:00,6.1,11.2,0,0.007,16.4,10.2,18.6,54.83870968,2017-12-04_18:30:00,33
12/4/2017,18:30:00,19:30:00,6.3,11.7,0,0,15.8,10.7,17.9,59.77653631,2017-12-04_19:30:00,55
12/5/2017,15:30:00,16:30:00,8.4,13.9,0,0.286,1.7,3.9,6.9,56.52173913,2017-12-05_16:30:00,120
12/5/2017,16:30:00,17:30:00,7.9,14.1,0,0.104,1.4,3.9,6.8,57.35294118,2017-12-05_17:30:00,109
12/5/2017,17:30:00,18:30:00,6.1,9.1,0,0.014,1.2,3.9,6.7,58.20895522,2017-12-05_18:30:00,76
12/6/2017,15:30:00,16:30:00,5.8,9.1,0,0.279,3.9,3.8,8.1,46.91358025,2017-12-06_16:30:00,135
12/6/2017,16:30:00,17:30:00,6,9.3,0,0.148,3.7,3.7,7.9,46.83544304,2017-12-06_17:30:00,36
12/6/2017,17:30:00,18:30:00,5.3,8.8,0,0.011,1.9,3.7,7,52.85714286,2017-12-06_18:30:00,35
12/6/2017,18:30:00,19:30:00,4.7,7.5,0,0,1.1,4,6.6,60.60606061,2017-12-06_19:30:00,66
12/7/2017,15:30:00,16:30:00,5.3,8.3,0,0.349,-3,3,4.9,61.2244898,2017-12-07_16:30:00,120
12/7/2017,16:30:00,17:30:00,5.1,9.9,0,0.146,-2.2,3,5.2,57.69230769,2017-12-07_17:30:00,124
12/7/2017,17:30:00,18:30:00,3.6,6.4,0,0.014,-3.1,2.8,4.9,57.14285714,2017-12-07_18:30:00,48
12/7/2017,18:30:00,19:30:00,2.7,4,0,0,-4.2,2.8,4.5,62.22222222,2017-12-07_19:30:00,12
12/10/2017,15:30:00,16:30:00,6.5,10.1,0,0.324,4.7,4,8.5,47.05882353,2017-12-10_16:30:00,27
